max_length,bert_trunc_%,finbert_trunc_%,worst_trunc_%
64,1.8657993837726805,1.8657993837726805,1.8657993837726805
96,0.06846970215679561,0.06846970215679561,0.06846970215679561
128,0.017117425539198903,0.017117425539198903,0.017117425539198903
